"Year","Country","Region","Hospital Name","Province","ID Type of Hospital","Description Type of Hospital","Type of beds","Total Hospital beds standard","Total Private Hospital beds","Total Daycare Hospital beds","Total Surgery Hospital beds","Total Hospital beds"
2014,"Italy","Emilia Romagna","Presidio Ospedaliero Cesena","Cesena",1.0,"Ospedale A Gestione Diretta","Lungodegenza",76,0,0,0,76
2014,"Italy","Emilia Romagna","Presidio Ospedaliero Cesena","Cesena",1.0,"Ospedale A Gestione Diretta","Riabilitazione",20,0,0,0,20
2014,"Italy","Emilia Romagna","Presidio Ospedaliero Rimini-Santarcangel","Rimini",1.0,"Ospedale A Gestione Diretta","Acuti",532,0,71,0,603
2014,"Italy","Emilia Romagna","Presidio Ospedaliero Rimini-Santarcangel","Rimini",1.0,"Ospedale A Gestione Diretta","Lungodegenza",59,0,0,0,59
2014,"Italy","Emilia Romagna","Presidio Ospedaliero Riccione-Cattolica","Riccione",1.0,"Ospedale A Gestione Diretta","Acuti",212,0,29,0,241
2014,"Italy","Emilia Romagna","Ospedale Privato Domus Nova S.P.A.","Ravenna",5.1,"Casa Di Cura Privata Accreditata","Acuti",90,0,0,4,94
2014,"Italy","Emilia Romagna","Ospedale Privato Domus Nova S.P.A.","Ravenna",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",40,0,0,0,40
2014,"Italy","Emilia Romagna","Casa Di Cura San Francesco","Ravenna",5.1,"Casa Di Cura Privata Accreditata","Acuti",115,0,3,0,118
2014,"Italy","Emilia Romagna","Villa Maria Cecilia Hospital","Cotignola",5.1,"Casa Di Cura Privata Accreditata","Acuti",173,0,6,0,179
2014,"Italy","Emilia Romagna","Villa Maria Cecilia Hospital","Cotignola",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",21,0,0,0,21
2014,"Italy","Emilia Romagna","Ospedale Privato ""San Pier Damiano Hospi","Faenza",5.1,"Casa Di Cura Privata Accreditata","Acuti",121,0,0,4,125
2014,"Italy","Emilia Romagna","Ospedale Privato ""San Pier Damiano Hospi","Faenza",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",1,0,0,0,1
2014,"Italy","Emilia Romagna","Ospedale Privato ""San Pier Damiano Hospi","Faenza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",22,0,0,0,22
2014,"Italy","Emilia Romagna","Casa Di Cura Privata Villa Azzurra S.P.A","Riolo Terme",5.1,"Casa Di Cura Privata Accreditata","Acuti",25,0,0,0,25
2014,"Italy","Emilia Romagna","Casa Di Cura Privata Villa Azzurra S.P.A","Riolo Terme",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",3,0,0,0,3
2014,"Italy","Emilia Romagna","Ospedale Privato Accreditato Villa Igea","Forli'",5.1,"Casa Di Cura Privata Accreditata","Acuti",40,0,4,26,70
2014,"Italy","Emilia Romagna","Ospedale Privato Accreditato Villa Igea","Forli'",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",18,0,0,0,18
2014,"Italy","Emilia Romagna","Villa Serena","Forli'",5.1,"Casa Di Cura Privata Accreditata","Acuti",77,0,5,24,106
2014,"Italy","Emilia Romagna","Villa Serena","Forli'",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",15,0,0,0,15
2014,"Italy","Emilia Romagna","Villa Serena","Forli'",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",26,0,0,0,26
2014,"Italy","Emilia Romagna","Malatesta Novello","Cesena",5.1,"Casa Di Cura Privata Accreditata","Acuti",124,0,8,0,132
2014,"Italy","Emilia Romagna","Malatesta Novello","Cesena",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",16,0,0,0,16
2014,"Italy","Emilia Romagna","Casa Di Cura Privata San Lorenzino S.P.A","Cesena",5.1,"Casa Di Cura Privata Accreditata","Acuti",103,0,4,0,107
2014,"Italy","Emilia Romagna","Casa Di Cura Privata San Lorenzino S.P.A","Cesena",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",13,0,0,0,13
2014,"Italy","Emilia Romagna","Sol Et Salus","Rimini",5.1,"Casa Di Cura Privata Accreditata","Acuti",35,0,0,6,41
2014,"Italy","Emilia Romagna","Sol Et Salus","Rimini",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",93,0,6,0,99
2014,"Italy","Emilia Romagna","Casa Di Cura Villa Maria","Rimini",5.1,"Casa Di Cura Privata Accreditata","Acuti",77,0,0,12,89
2014,"Italy","Emilia Romagna","Casa Di Cura Villa Maria","Rimini",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",31,0,0,0,31
2014,"Italy","Emilia Romagna","Luce Sul Mare","Bellaria-Igea Marina",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",4,0,0,0,4
2014,"Italy","Emilia Romagna","Luce Sul Mare","Bellaria-Igea Marina",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",27,0,3,0,30
2014,"Italy","Emilia Romagna","Villa Salus S.R.L.","Rimini",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",25,0,0,0,25
2014,"Italy","Emilia Romagna","Casa Di Cura Prof. E. Montanari","Morciano Di Romagna",5.1,"Casa Di Cura Privata Accreditata","Acuti",41,0,0,5,46
2014,"Italy","Emilia Romagna","Casa Di Cura Prof. E. Montanari","Morciano Di Romagna",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",14,0,0,0,14
2014,"Italy","Emilia Romagna","I.R.S.T. Srl Irccs","Meldola",3.2,"Irccs Privato","Acuti",36,0,28,0,64
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Par","Parma",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",918,2,98,13,1031
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Par","Parma",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Lungodegenza",108,0,0,0,108
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Par","Parma",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",12,0,3,0,15
2014,"Italy","Emilia Romagna","Azienda Ospedaliera Di Reggio Emilia","Reggio Nell'Emilia",0.0,"Azienda Ospedaliera","Acuti",658,10,40,56,764
2014,"Italy","Emilia Romagna","Azienda Ospedaliera Di Reggio Emilia","Reggio Nell'Emilia",0.0,"Azienda Ospedaliera","Lungodegenza",56,0,0,0,56
2014,"Italy","Emilia Romagna","Azienda Ospedaliera Di Reggio Emilia","Reggio Nell'Emilia",0.0,"Azienda Ospedaliera","Riabilitazione",37,0,3,0,40
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Mod","Modena",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",581,1,80,0,662
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Mod","Modena",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Lungodegenza",27,0,0,0,27
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Bol","Bologna",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",1383,15,96,0,1494
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Bol","Bologna",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Lungodegenza",24,0,0,0,24
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Bol","Bologna",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",52,0,21,0,73
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Fer","Ferrara",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",558,0,75,0,633
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Fer","Ferrara",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Lungodegenza",10,0,0,0,10
2014,"Italy","Emilia Romagna","Azienda Ospedaliero-Universitaria Di Fer","Ferrara",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",70,0,10,0,80
2014,"Italy","Emilia Romagna","Istituto Ortopedico Rizzoli","Bologna",3.1,"Irccs Pubblico","Acuti",255,25,9,9,298
2014,"Italy","Emilia Romagna","Istituto Ortopedico Rizzoli","Bologna",3.1,"Irccs Pubblico","Riabilitazione",14,1,6,0,21
2014,"Italy","Toscana","Cen.S. Maria Alla Pineta  F. Don Gnocchi","Massa",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",45,0,0,0,45
2014,"Italy","Toscana","Presidio Ospedaliero  Zona Lunigiana","Fivizzano",1.0,"Ospedale A Gestione Diretta","Acuti",88,1,4,5,98
2014,"Italy","Toscana","Presidio Ospedaliero  Zona Lunigiana","Fivizzano",1.0,"Ospedale A Gestione Diretta","Riabilitazione",13,0,0,0,13
2014,"Italy","Toscana","Presidio Ospedaliero Zona  Apuana","Carrara",1.0,"Ospedale A Gestione Diretta","Acuti",341,7,31,11,390
2014,"Italy","Toscana","C. Di Cura M.D. Barbantini Santa Chiara","Lucca",5.1,"Casa Di Cura Privata Accreditata","Acuti",52,0,4,9,65
2014,"Italy","Toscana","Casa Di Cura S.Zita","Lucca",5.1,"Casa Di Cura Privata Accreditata","Acuti",56,0,4,6,66
2014,"Italy","Toscana","C.Cura Ville Di Nozzano S.Stefano Riab.","Lucca",5.1,"Casa Di Cura Privata Accreditata","Acuti",39,0,1,0,40
2014,"Italy","Toscana","Presidio Ospedaliero Valle Del Serchio","Castelnuovo Di Garfagnana",1.0,"Ospedale A Gestione Diretta","Acuti",114,5,16,5,140
2014,"Italy","Toscana","Presidio Ospedaliero Valle Del Serchio","Castelnuovo Di Garfagnana",1.0,"Ospedale A Gestione Diretta","Riabilitazione",29,1,0,0,30
2014,"Italy","Toscana","Presidio Ospedaliero San Luca","Lucca",1.0,"Ospedale A Gestione Diretta","Acuti",292,15,39,39,385
2014,"Italy","Toscana","Casa Di Cura S. Rita","Montecatini-Terme",5.1,"Casa Di Cura Privata Accreditata","Acuti",27,0,0,5,32
2014,"Italy","Toscana","Spedali Riuniti","Pistoia",1.0,"Ospedale A Gestione Diretta","Acuti",365,9,22,8,404
2014,"Italy","Toscana","Ospedale Della Valdinievole","Pescia",1.0,"Ospedale A Gestione Diretta","Acuti",198,17,17,16,248
2014,"Italy","Toscana","Ospedale Della Valdinievole","Pescia",1.0,"Ospedale A Gestione Diretta","Riabilitazione",6,0,0,0,6
2014,"Italy","Toscana","Casa Di Cura Villa Fiorita","Prato",5.1,"Casa Di Cura Privata Accreditata","Acuti",47,0,0,32,79
2014,"Italy","Toscana","Nuovo Ospedale Di Prato S.Stefano","Prato",1.0,"Ospedale A Gestione Diretta","Acuti",458,0,31,36,525
2014,"Italy","Toscana","Nuovo Ospedale Di Prato S.Stefano","Prato",1.0,"Ospedale A Gestione Diretta","Riabilitazione",31,0,1,0,32
2014,"Italy","Toscana","Casa Di Cura Suore Dell'Addolorata","Pisa",5.1,"Casa Di Cura Privata Accreditata","Acuti",0,0,0,8,8
2014,"Italy","Toscana","Casa Di Cura Privata Della Misericordia","Cascina",5.1,"Casa Di Cura Privata Accreditata","Acuti",29,0,2,0,31
2014,"Italy","Toscana","Presidio Ospedaliero ""S.Maria Maddalena""","Volterra",1.0,"Ospedale A Gestione Diretta","Acuti",45,6,6,0,57
2014,"Italy","Toscana","Presidio Ospedaliero ""Felice Lotti""","Pontedera",1.0,"Ospedale A Gestione Diretta","Acuti",236,9,4,16,265
2014,"Italy","Toscana","Auxilium Vitae Volterra Spa","Volterra",8.0,"Istituto Qualificato Presidio Della U.S.L.","Riabilitazione",102,0,3,0,105
2014,"Italy","Toscana","Casa Di Cura Villa Tirrena","Livorno",5.1,"Casa Di Cura Privata Accreditata","Acuti",12,0,8,0,20
2014,"Italy","Toscana","Ospedale Cecina","Cecina",1.0,"Ospedale A Gestione Diretta","Acuti",119,0,17,0,136
2014,"Italy","Toscana","Ospedale Cecina","Cecina",1.0,"Ospedale A Gestione Diretta","Riabilitazione",12,0,0,0,12
2014,"Italy","Toscana","Ospedale Livorno","Livorno",1.0,"Ospedale A Gestione Diretta","Acuti",359,0,62,0,421
2014,"Italy","Toscana","Ospedale Piombino","Piombino",1.0,"Ospedale A Gestione Diretta","Acuti",112,0,16,0,128
2014,"Italy","Toscana","Ospedale Di Portoferraio","Portoferraio",1.0,"Ospedale A Gestione Diretta","Acuti",61,0,9,0,70
2014,"Italy","Toscana","Casa Di Cura Rugani","Monteriggioni",5.1,"Casa Di Cura Privata Accreditata","Acuti",30,0,0,0,30
2014,"Italy","Toscana","Casa Di Cura Rugani","Monteriggioni",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",10,0,0,0,10
2014,"Italy","Toscana","Servizio Psichiatrico Diagnosi E Cura","Siena",1.0,"Ospedale A Gestione Diretta","Acuti",8,0,0,0,8
2014,"Italy","Toscana","Presidio Ospedaliero Amiata Senese","Abbadia San Salvatore",1.0,"Ospedale A Gestione Diretta","Acuti",28,0,5,3,36
2014,"Italy","Toscana","Ospedale Dell'Alta Val D'Elsa","Poggibonsi",1.0,"Ospedale A Gestione Diretta","Acuti",134,4,16,8,162
2014,"Italy","Toscana","Ospedale Dell'Alta Val D'Elsa","Poggibonsi",1.0,"Ospedale A Gestione Diretta","Riabilitazione",4,0,0,0,4
2014,"Italy","Toscana","Ospedali Riuniti Della Val Di Chiana","Montepulciano",1.0,"Ospedale A Gestione Diretta","Acuti",126,2,16,6,150
2014,"Italy","Toscana","Ospedali Riuniti Della Val Di Chiana","Montepulciano",1.0,"Ospedale A Gestione Diretta","Riabilitazione",3,0,0,0,3
2014,"Italy","Toscana","Casa Di Cura Poggio Del Sole","Arezzo",5.1,"Casa Di Cura Privata Accreditata","Acuti",65,0,0,0,65
2014,"Italy","Toscana","Casa Di Cura S.Giuseppe","Arezzo",5.1,"Casa Di Cura Privata Accreditata","Acuti",73,0,0,7,80
2014,"Italy","Toscana","Ospedale Del Casentino","Bibbiena",1.0,"Ospedale A Gestione Diretta","Acuti",51,6,6,0,63
2014,"Italy","Toscana","Ospedale Del Casentino","Bibbiena",1.0,"Ospedale A Gestione Diretta","Riabilitazione",2,0,0,0,2
2014,"Italy","Toscana","Ospedale Della Valtiberina","Sansepolcro",1.0,"Ospedale A Gestione Diretta","Acuti",48,3,12,0,63
2014,"Italy","Toscana","Ospedale Della Valtiberina","Sansepolcro",1.0,"Ospedale A Gestione Diretta","Riabilitazione",3,0,0,0,3
2014,"Italy","Toscana","Ospedale Area Aretina Nord","Arezzo",1.0,"Ospedale A Gestione Diretta","Acuti",304,37,60,0,401
2014,"Italy","Toscana","Ospedale Area Aretina Nord","Arezzo",1.0,"Ospedale A Gestione Diretta","Riabilitazione",22,0,0,0,22
2014,"Italy","Toscana","Ospedale Nuovo Valdarno","Montevarchi",1.0,"Ospedale A Gestione Diretta","Acuti",141,4,17,0,162
2014,"Italy","Toscana","Nuovo Ospedale Valdichiana S. Margherita","Cortona",1.0,"Ospedale A Gestione Diretta","Acuti",48,6,13,0,67
2014,"Italy","Toscana","Nuovo Ospedale Valdichiana S. Margherita","Cortona",1.0,"Ospedale A Gestione Diretta","Riabilitazione",9,0,0,0,9
2014,"Italy","Toscana","Centro Riabilitazione Terranuova B. Spa","Montevarchi",8.0,"Istituto Qualificato Presidio Della U.S.L.","Riabilitazione",48,0,0,0,48
2014,"Italy","Toscana","Ospedale  S.Andrea   Massa Marittima","Massa Marittima",1.0,"Ospedale A Gestione Diretta","Acuti",53,0,10,3,66
2014,"Italy","Toscana","Ospedale  S.Andrea   Massa Marittima","Massa Marittima",1.0,"Ospedale A Gestione Diretta","Riabilitazione",1,0,0,0,1
2014,"Italy","Toscana","Ospedale Delle Colline Dell'Albegna","Orbetello",1.0,"Ospedale A Gestione Diretta","Acuti",76,0,17,6,99
2014,"Italy","Toscana","Ospedale Civile Di Castel Del Piano","Castel Del Piano",1.0,"Ospedale A Gestione Diretta","Acuti",22,0,3,2,27
2014,"Italy","Toscana","Ospedale Civile Di Castel Del Piano","Castel Del Piano",1.0,"Ospedale A Gestione Diretta","Riabilitazione",9,0,0,0,9
2014,"Italy","Toscana","Ospedale Della Misericordia Grosseto","Grosseto",1.0,"Ospedale A Gestione Diretta","Acuti",280,0,29,10,319
2014,"Italy","Toscana","Ospedale Della Misericordia Grosseto","Grosseto",1.0,"Ospedale A Gestione Diretta","Riabilitazione",5,0,0,0,5
2014,"Italy","Toscana","Villa Maria Beatrice Hospital Srl","Firenze",5.1,"Casa Di Cura Privata Accreditata","Acuti",32,0,0,0,32
2014,"Italy","Toscana","Villa Dei Pini S.R.L.","Firenze",5.1,"Casa Di Cura Privata Accreditata","Acuti",65,0,10,0,75
2014,"Italy","Toscana","Ifca Spa Casa Di Cura Ulivella E Glicini","Firenze",5.1,"Casa Di Cura Privata Accreditata","Acuti",111,0,3,17,131
2014,"Italy","Toscana","Ifca Spa Casa Di Cura Ulivella E Glicini","Firenze",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",20,0,0,0,20
2014,"Italy","Toscana","Ifca Spa Casa Di Cura Ulivella E Glicini","Firenze",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",76,0,18,0,94
2014,"Italy","Toscana","Villa Maria Teresa Hospital Srl","Firenze",5.1,"Casa Di Cura Privata Accreditata","Acuti",14,0,2,4,20
2014,"Italy","Toscana","Villa Maria Teresa Hospital Srl","Firenze",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",17,0,0,0,17
2014,"Italy","Toscana","C.  Onc.Co F.No Casa Di C. Villanova Srl","Sesto Fiorentino",5.1,"Casa Di Cura Privata Accreditata","Acuti",108,0,2,10,120
2014,"Italy","Toscana","C.  Onc.Co F.No Casa Di C. Villanova Srl","Sesto Fiorentino",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",27,0,3,0,30
2014,"Italy","Toscana","Istituto  Reumatologico  Munari  S.R.L","Firenze",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",12,0,0,0,12
2014,"Italy","Toscana","Villa Delle Terme Spa","Firenze",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",84,0,0,0,84
2014,"Italy","Toscana","Villa Delle Terme Spa","Firenze",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",11,0,1,0,12
2014,"Italy","Toscana","Villa Delle Terme Spa","Firenze",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",52,0,0,0,52
2014,"Italy","Toscana","Villa Delle Terme Spa","Firenze",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",17,0,0,0,17
2014,"Italy","Toscana","Casa Di Cura Poggio Sereno  Srl","Fiesole",5.1,"Casa Di Cura Privata Accreditata","Acuti",22,0,2,0,24
2014,"Italy","Toscana","Casa Di Cura Poggio Sereno  Srl","Fiesole",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",20,0,0,0,20
2014,"Italy","Toscana","Villa Delle Terme Spa","Impruneta",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",88,0,0,0,88
2014,"Italy","Toscana","Villa Delle Terme Spa","Impruneta",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",58,0,8,0,66
2014,"Italy","Toscana","Casa Di Cura Val Di Sieve Srl","Pelago",5.1,"Casa Di Cura Privata Accreditata","Acuti",67,0,0,2,69
2014,"Italy","Toscana","Casa Di Cura Val Di Sieve Srl","Pelago",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",9,0,0,0,9
2014,"Italy","Toscana","Casa Di Cura Val Di Sieve Srl","Pelago",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",15,0,0,0,15
2014,"Italy","Toscana","Casa Di Cura Frate Sole  Srl","Figline E Incisa Valdarno",5.1,"Casa Di Cura Privata Accreditata","Acuti",45,0,0,1,46
2014,"Italy","Toscana","Casa Di Cura Frate Sole  Srl","Figline E Incisa Valdarno",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",20,0,0,0,20
2014,"Italy","Toscana","Ospedale Di Borgo San Lorenzo","Borgo San Lorenzo",1.0,"Ospedale A Gestione Diretta","Acuti",107,0,9,7,123
2014,"Italy","Toscana","Ospedale Fiorentino Sud-Est","Bagno A Ripoli",1.0,"Ospedale A Gestione Diretta","Acuti",300,0,50,9,359
2014,"Italy","Toscana","Ospedale Fiorentino","Firenze",1.0,"Ospedale A Gestione Diretta","Acuti",369,0,30,32,431
2014,"Italy","Toscana","Fondazione Don Carlo Gnocchi - Onlus","Firenze",3.2,"Irccs Privato","Riabilitazione",95,0,0,0,95
2014,"Italy","Toscana","Casa Di Cura ""Leonardo""","Vinci",5.1,"Casa Di Cura Privata Accreditata","Acuti",56,0,0,4,60
2014,"Italy","Toscana","Presidio Ospedaliero Asl 11 Empoli","Empoli",1.0,"Ospedale A Gestione Diretta","Acuti",325,21,31,23,400
2014,"Italy","Toscana","Presidio Ospedaliero Asl 11 Empoli","Empoli",1.0,"Ospedale A Gestione Diretta","Lungodegenza",4,0,0,0,4
2014,"Italy","Toscana","Presidio Ospedaliero Asl 11 Empoli","Empoli",1.0,"Ospedale A Gestione Diretta","Riabilitazione",14,1,2,0,17
2014,"Italy","Toscana","Casa Cura S.Camillo-Fon. Opera S.Camillo","Forte Dei Marmi",5.1,"Casa Di Cura Privata Accreditata","Acuti",47,0,10,39,96
2014,"Italy","Toscana","Casa Cura S.Camillo-Fon. Opera S.Camillo","Forte Dei Marmi",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",30,0,20,0,50
2014,"Italy","Toscana","Casa Di Cura ""Barbantini""","Viareggio",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",20,0,0,0,20
2014,"Italy","Toscana","Ospedale Versilia","Camaiore",1.0,"Ospedale A Gestione Diretta","Acuti",304,0,35,14,353
2014,"Italy","Toscana","Ospedale Versilia","Camaiore",1.0,"Ospedale A Gestione Diretta","Riabilitazione",33,0,15,0,48
2014,"Italy","Toscana","Azienda Ospedaliero-Universitaria Pisana","Pisa",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",1017,30,106,28,1181
2014,"Italy","Toscana","Azienda Ospedaliero-Universitaria Pisana","Pisa",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",31,0,3,0,34
2014,"Italy","Toscana","Fondazione Stella Maris - Calambrone","Pisa",3.3,"Irccs Fondazione","Acuti",30,0,18,0,48
2014,"Italy","Toscana","Fondazione Stella Maris - Calambrone","Pisa",3.3,"Irccs Fondazione","Riabilitazione",7,0,3,0,10
2014,"Italy","Toscana","Fondazione Cnr-Rt G. Monasterio","Pisa",9.0,"Ente Di Ricerca","Acuti",115,1,2,0,118
2014,"Italy","Toscana","Azienda Ospedaliera Universitaria Senese","Siena",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",658,0,57,13,728
2014,"Italy","Toscana","Azienda Ospedaliera Universitaria Senese","Siena",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",6,0,0,0,6
2014,"Italy","Toscana","Az. Ospedaliero - Universitaria Careggi","Firenze",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",1096,30,133,49,1308
2014,"Italy","Toscana","Az. Ospedaliero - Universitaria Careggi","Firenze",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Riabilitazione",44,0,3,0,47
2014,"Italy","Toscana","Azienda Ospedaliera Meyer","Firenze",2.2,"Azienda Ospedaliera Integrata Con L'Universit�","Acuti",176,0,69,0,245
2014,"Italy","Umbria","Casa Di Cura Villa Fiorita S.R.L.","Perugia",5.1,"Casa Di Cura Privata Accreditata","Acuti",26,0,0,4,30
2014,"Italy","Umbria","Casa Di Cura Villa Fiorita S.R.L.","Perugia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",10,0,0,0,10
2014,"Italy","Umbria","Casa Di Cura Porta Sole","Perugia",5.1,"Casa Di Cura Privata Accreditata","Acuti",65,0,0,6,71
2014,"Italy","Umbria","Lami Spa (Sagisc - Madonna Degli Angeli)","Perugia",5.1,"Casa Di Cura Privata Accreditata","Acuti",45,0,0,5,50
2014,"Italy","Umbria","Lami Spa (Sagisc - Madonna Degli Angeli)","Perugia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",15,0,0,0,15
2014,"Italy","Umbria","Casa Di Cura Liotti S.P.A.","Perugia",5.1,"Casa Di Cura Privata Accreditata","Acuti",53,0,0,6,59
2014,"Italy","Umbria","Casa Di Cura Liotti S.P.A.","Perugia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",7,0,0,0,7
2014,"Italy","Umbria","Presidio Ospedaliero Alto Tevere","Citta' Di Castello",1.0,"Ospedale A Gestione Diretta","Acuti",194,0,14,27,235
2014,"Italy","Umbria","Presidio Ospedaliero Alto Tevere","Citta' Di Castello",1.0,"Ospedale A Gestione Diretta","Riabilitazione",101,0,10,0,111
2014,"Italy","Umbria","Presidio Ospedaliero Usl N. 2","Perugia",1.0,"Ospedale A Gestione Diretta","Acuti",168,0,27,26,221
2014,"Italy","Umbria","Presidio Ospedaliero Usl N. 2","Perugia",1.0,"Ospedale A Gestione Diretta","Lungodegenza",14,0,0,0,14
2014,"Italy","Umbria","Presidio Ospedaliero Usl N. 2","Perugia",1.0,"Ospedale A Gestione Diretta","Riabilitazione",42,0,2,0,44
2014,"Italy","Umbria","Presidio Ospedaliero Alto Chiascio","Gubbio",1.0,"Ospedale A Gestione Diretta","Acuti",123,0,2,10,135
2014,"Italy","Umbria","Servizio Psichiatrico Diagnosi E Cura","Terni",1.0,"Ospedale A Gestione Diretta","Acuti",10,0,1,0,11
2014,"Italy","Umbria","Casa Di Cura Villa Aurora Srl","Foligno",5.1,"Casa Di Cura Privata Accreditata","Acuti",18,0,0,12,30
2014,"Italy","Umbria","Polo Ospedaliero Spoleto","Spoleto",1.0,"Ospedale A Gestione Diretta","Acuti",121,0,13,12,146
2014,"Italy","Umbria","Polo Ospedaliero Spoleto","Spoleto",1.0,"Ospedale A Gestione Diretta","Riabilitazione",24,0,6,0,30
2014,"Italy","Umbria","Santa Maria Della Stella","Orvieto",1.0,"Ospedale A Gestione Diretta","Acuti",114,0,15,11,140
2014,"Italy","Umbria","Santa Maria Della Stella","Orvieto",1.0,"Ospedale A Gestione Diretta","Lungodegenza",6,0,0,0,6
2014,"Italy","Umbria","Santa Maria Della Stella","Orvieto",1.0,"Ospedale A Gestione Diretta","Riabilitazione",8,0,6,0,14
2014,"Italy","Umbria","Presidio Ospedaliero Narni Amelia","Narni",1.0,"Ospedale A Gestione Diretta","Acuti",84,0,22,18,124
2014,"Italy","Umbria","Presidio Ospedaliero Narni Amelia","Narni",1.0,"Ospedale A Gestione Diretta","Riabilitazione",31,0,0,0,31
2014,"Italy","Umbria","Polo Ospedaliero Foligno","Foligno",1.0,"Ospedale A Gestione Diretta","Acuti",254,0,30,9,293
2014,"Italy","Umbria","Polo Ospedaliero Foligno","Foligno",1.0,"Ospedale A Gestione Diretta","Riabilitazione",64,0,8,0,72
2014,"Italy","Umbria","Azienda Ospedaliera Di Perugia","Perugia",0.0,"Azienda Ospedaliera","Acuti",680,8,40,18,746
2014,"Italy","Umbria","Azienda Ospedaliera Di Perugia","Perugia",0.0,"Azienda Ospedaliera","Riabilitazione",12,0,1,0,13
2014,"Italy","Umbria","Azienda Ospedaliera 'S. Maria' - Terni","Terni",0.0,"Azienda Ospedaliera","Acuti",463,0,35,3,501
2014,"Italy","Umbria","Azienda Ospedaliera 'S. Maria' - Terni","Terni",0.0,"Azienda Ospedaliera","Lungodegenza",2,0,0,0,2
2014,"Italy","Umbria","Azienda Ospedaliera 'S. Maria' - Terni","Terni",0.0,"Azienda Ospedaliera","Riabilitazione",0,0,3,0,3
