Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Worcestershire,E10000034,Upper tier local authority,2020-04-04,16,430
Wolverhampton,E08000031,Upper tier local authority,2020-04-04,20,326
Wokingham,E06000041,Upper tier local authority,2020-04-04,9,119
Wirral,E08000015,Upper tier local authority,2020-04-04,33,268
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-04,8,113
Wiltshire,E06000054,Upper tier local authority,2020-04-04,10,159
Wigan,E08000010,Upper tier local authority,2020-04-04,13,196
Westminster,E09000033,Upper tier local authority,2020-04-04,15,392
West Sussex,E10000032,Upper tier local authority,2020-04-04,15,303
West Berkshire,E06000037,Upper tier local authority,2020-04-04,13,113
Warwickshire,E10000031,Upper tier local authority,2020-04-04,33,437
Warrington,E06000007,Upper tier local authority,2020-04-04,16,161
Wandsworth,E09000032,Upper tier local authority,2020-04-04,23,573
Waltham Forest,E09000031,Upper tier local authority,2020-04-04,20,392
Walsall,E08000030,Upper tier local authority,2020-04-04,26,409
Wakefield,E08000036,Upper tier local authority,2020-04-04,11,188
Trafford,E08000009,Upper tier local authority,2020-04-04,16,241
Tower Hamlets,E09000030,Upper tier local authority,2020-04-04,19,362
Torbay,E06000027,Upper tier local authority,2020-04-04,4,57
Thurrock,E06000034,Upper tier local authority,2020-04-04,6,130
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-04,7,93
Tameside,E08000008,Upper tier local authority,2020-04-04,15,177
Swindon,E06000030,Upper tier local authority,2020-04-04,12,85
Sutton,E09000029,Upper tier local authority,2020-04-04,2,297
Surrey,E10000030,Upper tier local authority,2020-04-04,59,1006
Sunderland,E08000024,Upper tier local authority,2020-04-04,39,325
Suffolk,E10000029,Upper tier local authority,2020-04-04,18,286
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-04,6,114
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-04,13,124
Stockport,E08000007,Upper tier local authority,2020-04-04,26,277
Staffordshire,E10000028,Upper tier local authority,2020-04-04,29,605
St. Helens,E08000013,Upper tier local authority,2020-04-04,30,250
Southwark,E09000028,Upper tier local authority,2020-04-04,36,712
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-04,12,147
Southampton,E06000045,Upper tier local authority,2020-04-04,11,176
South Tyneside,E08000023,Upper tier local authority,2020-04-04,11,109
South Gloucestershire,E06000025,Upper tier local authority,2020-04-04,9,136
Somerset,E10000027,Upper tier local authority,2020-04-04,6,119
Solihull,E08000029,Upper tier local authority,2020-04-04,23,248
Slough,E06000039,Upper tier local authority,2020-04-04,13,167
Shropshire,E06000051,Upper tier local authority,2020-04-04,7,170
Sheffield,E08000019,Upper tier local authority,2020-04-04,11,907
Sefton,E08000014,Upper tier local authority,2020-04-04,28,285
Sandwell,E08000028,Upper tier local authority,2020-04-04,10,385
Salford,E08000006,Upper tier local authority,2020-04-04,16,258
Rotherham,E08000018,Upper tier local authority,2020-04-04,2,235
Rochdale,E08000005,Upper tier local authority,2020-04-04,17,185
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-04,7,217
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-04,13,111
Redbridge,E09000026,Upper tier local authority,2020-04-04,19,326
Reading,E06000038,Upper tier local authority,2020-04-04,13,123
Portsmouth,E06000044,Upper tier local authority,2020-04-04,6,111
Plymouth,E06000026,Upper tier local authority,2020-04-04,10,102
Peterborough,E06000031,Upper tier local authority,2020-04-04,4,73
Oxfordshire,E10000025,Upper tier local authority,2020-04-04,32,525
Oldham,E08000004,Upper tier local authority,2020-04-04,13,229
Nottinghamshire,E10000024,Upper tier local authority,2020-04-04,23,469
Nottingham,E06000018,Upper tier local authority,2020-04-04,15,200
Northumberland,E06000057,Upper tier local authority,2020-04-04,25,205
Northamptonshire,E10000021,Upper tier local authority,2020-04-04,39,510
North Yorkshire,E10000023,Upper tier local authority,2020-04-04,25,293
North Tyneside,E08000022,Upper tier local authority,2020-04-04,24,180
North Somerset,E06000024,Upper tier local authority,2020-04-04,6,83
North Lincolnshire,E06000013,Upper tier local authority,2020-04-04,4,61
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-04,3,47
Norfolk,E10000020,Upper tier local authority,2020-04-04,29,350
Newham,E09000025,Upper tier local authority,2020-04-04,41,537
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-04,22,366
Milton Keynes,E06000042,Upper tier local authority,2020-04-04,6,193
Middlesbrough,E06000002,Upper tier local authority,2020-04-04,21,170
Merton,E09000024,Upper tier local authority,2020-04-04,12,366
Medway,E06000035,Upper tier local authority,2020-04-04,19,218
Manchester,E08000003,Upper tier local authority,2020-04-04,40,360
Luton,E06000032,Upper tier local authority,2020-04-04,2,198
Liverpool,E08000012,Upper tier local authority,2020-04-04,46,548
Lincolnshire,E10000019,Upper tier local authority,2020-04-04,19,301
Lewisham,E09000023,Upper tier local authority,2020-04-04,26,516
Leicestershire,E10000018,Upper tier local authority,2020-04-04,21,362
Leicester,E06000016,Upper tier local authority,2020-04-04,14,231
Leeds,E08000035,Upper tier local authority,2020-04-04,15,349
Lancashire,E10000017,Upper tier local authority,2020-04-04,88,951
Lambeth,E09000022,Upper tier local authority,2020-04-04,31,699
Knowsley,E08000011,Upper tier local authority,2020-04-04,17,176
Kirklees,E08000034,Upper tier local authority,2020-04-04,14,202
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-04,11,207
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-04,7,47
Kent,E10000016,Upper tier local authority,2020-04-04,60,945
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-04,5,275
Islington,E09000019,Upper tier local authority,2020-04-04,11,263
Isle of Wight,E06000046,Upper tier local authority,2020-04-04,3,31
Hounslow,E09000018,Upper tier local authority,2020-04-04,16,352
Hillingdon,E09000017,Upper tier local authority,2020-04-04,16,362
Hertfordshire,E10000015,Upper tier local authority,2020-04-04,43,997
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-04,4,67
Havering,E09000016,Upper tier local authority,2020-04-04,17,279
Hartlepool,E06000001,Upper tier local authority,2020-04-04,6,36
Harrow,E09000015,Upper tier local authority,2020-04-04,24,491
Haringey,E09000014,Upper tier local authority,2020-04-04,16,308
Hampshire,E10000014,Upper tier local authority,2020-04-04,72,1088
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-04,16,290
Halton,E06000006,Upper tier local authority,2020-04-04,11,108
Hackney,E09000012,Upper tier local authority,2020-04-04,23,370
Greenwich,E09000011,Upper tier local authority,2020-04-04,14,337
Gloucestershire,E10000013,Upper tier local authority,2020-04-04,42,368
Gateshead,E08000037,Upper tier local authority,2020-04-04,30,207
Essex,E10000012,Upper tier local authority,2020-04-04,74,1064
Enfield,E09000010,Upper tier local authority,2020-04-04,19,373
East Sussex,E10000011,Upper tier local authority,2020-04-04,19,208
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-04,13,107
Ealing,E09000009,Upper tier local authority,2020-04-04,24,526
Dudley,E08000027,Upper tier local authority,2020-04-04,27,329
Dorset,E06000059,Upper tier local authority,2020-04-04,7,128
Doncaster,E08000017,Upper tier local authority,2020-04-04,1,162
Devon,E10000008,Upper tier local authority,2020-04-04,17,232
Derbyshire,E10000007,Upper tier local authority,2020-04-04,7,521
Derby,E06000015,Upper tier local authority,2020-04-04,1,281
Darlington,E06000005,Upper tier local authority,2020-04-04,10,53
Cumbria,E10000006,Upper tier local authority,2020-04-04,50,778
Croydon,E09000008,Upper tier local authority,2020-04-04,41,737
Coventry,E08000026,Upper tier local authority,2020-04-04,18,289
County Durham,E06000047,Upper tier local authority,2020-04-04,30,305
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-04-04,15,197
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-04,28,243
Cheshire East,E06000049,Upper tier local authority,2020-04-04,18,219
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-04,2,169
Camden,E09000007,Upper tier local authority,2020-04-04,20,321
Cambridgeshire,E10000003,Upper tier local authority,2020-04-04,19,254
Calderdale,E08000033,Upper tier local authority,2020-04-04,8,91
Bury,E08000002,Upper tier local authority,2020-04-04,11,152
Buckinghamshire,E10000002,Upper tier local authority,2020-04-04,16,334
Bromley,E09000006,Upper tier local authority,2020-04-04,31,550
"Bristol, City of",E06000023,Upper tier local authority,2020-04-04,10,210
Brighton and Hove,E06000043,Upper tier local authority,2020-04-04,12,142
Brent,E09000005,Upper tier local authority,2020-04-04,46,795
Bradford,E08000032,Upper tier local authority,2020-04-04,20,234
Bracknell Forest,E06000036,Upper tier local authority,2020-04-04,7,76
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-04,7,120
Bolton,E08000001,Upper tier local authority,2020-04-04,19,198
Blackpool,E06000009,Upper tier local authority,2020-04-04,14,89
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-04,10,85
Birmingham,E08000025,Upper tier local authority,2020-04-04,71,1411
Bexley,E09000004,Upper tier local authority,2020-04-04,20,287
Bedford,E06000055,Upper tier local authority,2020-04-04,3,134
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-04,1,66
Barnsley,E08000016,Upper tier local authority,2020-04-04,4,229
Barnet,E09000003,Upper tier local authority,2020-04-04,34,713
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-04,4,223
Yorkshire and The Humber,E12000003,Region,2020-04-04,142,3226
West Midlands,E12000005,Region,2020-04-04,297,5313
South West,E12000009,Region,2020-04-04,156,2062
South East,E12000008,Region,2020-04-04,393,5991
North West,E12000002,Region,2020-04-04,575,6434
North East,E12000001,Region,2020-04-04,244,2191
London,E12000007,Region,2020-04-04,659,13459
East of England,E12000006,Region,2020-04-04,212,3802
East Midlands,E12000004,Region,2020-04-04,139,2882
England,E92000001,Nation,2020-04-04,2917,47176
York,E06000014,Upper tier local authority,2020-04-03,8,70
Worcestershire,E10000034,Upper tier local authority,2020-04-03,32,414
Wolverhampton,E08000031,Upper tier local authority,2020-04-03,10,306
Wokingham,E06000041,Upper tier local authority,2020-04-03,8,110
Wirral,E08000015,Upper tier local authority,2020-04-03,41,235
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-03,4,105
Wiltshire,E06000054,Upper tier local authority,2020-04-03,15,149
Wigan,E08000010,Upper tier local authority,2020-04-03,24,183
Westminster,E09000033,Upper tier local authority,2020-04-03,24,377
West Sussex,E10000032,Upper tier local authority,2020-04-03,33,288
West Berkshire,E06000037,Upper tier local authority,2020-04-03,9,100
Warwickshire,E10000031,Upper tier local authority,2020-04-03,35,404
Warrington,E06000007,Upper tier local authority,2020-04-03,16,145
Wandsworth,E09000032,Upper tier local authority,2020-04-03,25,550
Waltham Forest,E09000031,Upper tier local authority,2020-04-03,27,372
Walsall,E08000030,Upper tier local authority,2020-04-03,26,383
Wakefield,E08000036,Upper tier local authority,2020-04-03,26,177
Trafford,E08000009,Upper tier local authority,2020-04-03,26,225
Tower Hamlets,E09000030,Upper tier local authority,2020-04-03,34,343
Thurrock,E06000034,Upper tier local authority,2020-04-03,5,124
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-03,7,86
Tameside,E08000008,Upper tier local authority,2020-04-03,13,162
Swindon,E06000030,Upper tier local authority,2020-04-03,7,73
Sutton,E09000029,Upper tier local authority,2020-04-03,18,295
Surrey,E10000030,Upper tier local authority,2020-04-03,59,947
Sunderland,E08000024,Upper tier local authority,2020-04-03,44,286
Suffolk,E10000029,Upper tier local authority,2020-04-03,31,268
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-03,11,108
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-03,16,111
Stockport,E08000007,Upper tier local authority,2020-04-03,31,251
Staffordshire,E10000028,Upper tier local authority,2020-04-03,46,576
St. Helens,E08000013,Upper tier local authority,2020-04-03,31,220
Southwark,E09000028,Upper tier local authority,2020-04-03,42,676
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-03,18,135
Southampton,E06000045,Upper tier local authority,2020-04-03,9,165
South Tyneside,E08000023,Upper tier local authority,2020-04-03,17,98
South Gloucestershire,E06000025,Upper tier local authority,2020-04-03,10,127
Somerset,E10000027,Upper tier local authority,2020-04-03,14,113
Solihull,E08000029,Upper tier local authority,2020-04-03,19,225
Slough,E06000039,Upper tier local authority,2020-04-03,10,154
Shropshire,E06000051,Upper tier local authority,2020-04-03,19,163
Sheffield,E08000019,Upper tier local authority,2020-04-03,28,896
Sefton,E08000014,Upper tier local authority,2020-04-03,44,257
Sandwell,E08000028,Upper tier local authority,2020-04-03,29,375
Salford,E08000006,Upper tier local authority,2020-04-03,12,242
Rutland,E06000017,Upper tier local authority,2020-04-03,1,7
Rotherham,E08000018,Upper tier local authority,2020-04-03,15,233
Rochdale,E08000005,Upper tier local authority,2020-04-03,16,168
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-03,14,210
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-03,17,98
Redbridge,E09000026,Upper tier local authority,2020-04-03,18,307
Reading,E06000038,Upper tier local authority,2020-04-03,8,110
Portsmouth,E06000044,Upper tier local authority,2020-04-03,10,105
Plymouth,E06000026,Upper tier local authority,2020-04-03,14,92
Peterborough,E06000031,Upper tier local authority,2020-04-03,10,69
Oxfordshire,E10000025,Upper tier local authority,2020-04-03,65,493
Oldham,E08000004,Upper tier local authority,2020-04-03,20,216
Nottinghamshire,E10000024,Upper tier local authority,2020-04-03,38,446
Nottingham,E06000018,Upper tier local authority,2020-04-03,16,185
Northumberland,E06000057,Upper tier local authority,2020-04-03,22,180
Northamptonshire,E10000021,Upper tier local authority,2020-04-03,55,471
North Yorkshire,E10000023,Upper tier local authority,2020-04-03,32,268
North Tyneside,E08000022,Upper tier local authority,2020-04-03,13,156
North Somerset,E06000024,Upper tier local authority,2020-04-03,8,77
North Lincolnshire,E06000013,Upper tier local authority,2020-04-03,14,57
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-03,10,44
Norfolk,E10000020,Upper tier local authority,2020-04-03,43,321
Newham,E09000025,Upper tier local authority,2020-04-03,56,496
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-03,32,344
Milton Keynes,E06000042,Upper tier local authority,2020-04-03,12,187
Middlesbrough,E06000002,Upper tier local authority,2020-04-03,26,149
Merton,E09000024,Upper tier local authority,2020-04-03,21,354
Medway,E06000035,Upper tier local authority,2020-04-03,14,199
Manchester,E08000003,Upper tier local authority,2020-04-03,30,320
Luton,E06000032,Upper tier local authority,2020-04-03,13,196
Liverpool,E08000012,Upper tier local authority,2020-04-03,55,502
Lincolnshire,E10000019,Upper tier local authority,2020-04-03,37,282
Lewisham,E09000023,Upper tier local authority,2020-04-03,43,490
Leicestershire,E10000018,Upper tier local authority,2020-04-03,26,341
Leicester,E06000016,Upper tier local authority,2020-04-03,26,217
Leeds,E08000035,Upper tier local authority,2020-04-03,37,334
Lancashire,E10000017,Upper tier local authority,2020-04-03,112,863
