"Date","Country","Region","Total confirmed cases","Population Incidence Ratio","Total ICU cases","Total deaths","Total Hospital cases","New cases","Total cured","New Hospital cases","New ICU cases","New deaths","New cured"
"2020-04-19 21:00:00","Spain","La Rioja",3734,320,79,285,1281.0,29.0,1833.0,14.0,0.0,8.0,17.0
"2020-04-20 21:00:00","Spain","Andalucía",11447,31,692,1017,5508.0,124.0,3411.0,36.0,2.0,4.0,182.0
"2020-04-20 21:00:00","Spain","Aragón",4938,112,250,643,2271.0,52.0,1182.0,27.0,2.0,6.0,4.0
"2020-04-20 21:00:00","Spain","Asturias",2365,67,122,202,1626.0,17.0,616.0,27.0,0.0,2.0,17.0
"2020-04-20 21:00:00","Spain","Baleares",1808,38,161,161,986.0,20.0,1004.0,23.0,0.0,4.0,0.0
"2020-04-20 21:00:00","Spain","Canarias",2085,16,164,120,837.0,18.0,878.0,11.0,1.0,1.0,65.0
"2020-04-20 21:00:00","Spain","Cantabria",2123,107,78,165,948.0,40.0,646.0,14.0,0.0,7.0,20.0
"2020-04-20 21:00:00","Spain","Castilla La Mancha",17045,293,534,2075,8199.0,249.0,4242.0,26.0,3.0,54.0,64.0
"2020-04-20 21:00:00","Spain","Castilla y León",16259,278,503,1521,7173.0,402.0,5428.0,94.0,2.0,28.0,63.0
"2020-04-20 21:00:00","Spain","Cataluña",43111,192,2437,4152,22796.0,1436.0,14446.0,421.0,28.0,143.0,512.0
"2020-04-20 21:00:00","Spain","Ceuta",111,33,4,4,9.0,0.0,73.0,0.0,0.0,0.0,0.0
"2020-04-20 21:00:00","Spain","Comunidad Valenciana",10084,52,648,1089,4866.0,66.0,4718.0,39.0,2.0,10.0,90.0
"2020-04-20 21:00:00","Spain","Extremadura",3196,101,112,397,1327.0,10.0,921.0,21.0,0.0,8.0,63.0
"2020-04-20 21:00:00","Spain","Galicia",8468,79,101,360,2651.0,169.0,1588.0,43.0,0.0,8.0,40.0
"2020-04-20 21:00:00","Spain","Madrid",57997,263,1075,7460,7930.0,1034.0,32277.0,0.0,0.0,109.0,515.0
"2020-04-20 21:00:00","Spain","Melilla",105,15,3,2,44.0,1.0,46.0,0.0,0.0,0.0,0.0
"2020-04-20 21:00:00","Spain","Murcia",1681,26,104,120,614.0,35.0,702.0,2.0,1.0,3.0,40.0
"2020-04-20 21:00:00","Spain","Navarra",4781,217,128,397,1876.0,84.0,1190.0,21.0,0.0,12.0,67.0
"2020-04-20 21:00:00","Spain","País Vasco",12810,171,507,1103,6141.0,182.0,7277.0,32.0,6.0,22.0,153.0
"2020-04-20 21:00:00","Spain","La Rioja",3763,289,81,294,1297.0,29.0,1865.0,15.0,2.0,9.0,33.0
"2020-04-21 21:00:00","Spain","Andalucía",11610,31,696,1050,5565.0,163.0,3569.0,56.0,4.0,33.0,158.0
"2020-04-21 21:00:00","Spain","Aragón",5053,114,252,656,2304.0,116.0,1530.0,33.0,2.0,13.0,348.0
"2020-04-21 21:00:00","Spain","Asturias",2419,69,128,211,1665.0,54.0,642.0,39.0,6.0,9.0,26.0
"2020-04-21 21:00:00","Spain","Baleares",1835,36,166,164,1004.0,28.0,1017.0,19.0,5.0,3.0,12.0
"2020-04-21 21:00:00","Spain","Canarias",2094,15,164,121,841.0,9.0,927.0,4.0,0.0,1.0,49.0
"2020-04-21 21:00:00","Spain","Cantabria",2160,101,78,167,956.0,37.0,718.0,8.0,0.0,2.0,72.0
"2020-04-21 21:00:00","Spain","Castilla La Mancha",17320,272,537,2140,8243.0,276.0,4337.0,44.0,3.0,65.0,95.0
"2020-04-21 21:00:00","Spain","Castilla y León",16839,282,505,1554,7263.0,580.0,5614.0,90.0,2.0,33.0,185.0
"2020-04-21 21:00:00","Spain","Cataluña",43802,184,2460,4247,23295.0,690.0,15089.0,499.0,23.0,95.0,643.0
"2020-04-21 21:00:00","Spain","Ceuta",118,40,4,4,9.0,7.0,76.0,0.0,0.0,0.0,3.0
"2020-04-21 21:00:00","Spain","Comunidad Valenciana",10538,57,649,1105,4896.0,454.0,5011.0,30.0,1.0,17.0,292.0
"2020-04-21 21:00:00","Spain","Extremadura",3230,97,112,404,1349.0,34.0,1051.0,22.0,0.0,7.0,130.0
"2020-04-21 21:00:00","Spain","Galicia",8634,77,96,368,2674.0,166.0,1625.0,22.0,0.0,8.0,37.0
"2020-04-21 21:00:00","Spain","Madrid",59199,251,1024,7577,7463.0,1202.0,33032.0,0.0,0.0,117.0,755.0
"2020-04-21 21:00:00","Spain","Melilla",105,13,3,2,44.0,0.0,50.0,0.0,0.0,0.0,4.0
"2020-04-21 21:00:00","Spain","Murcia",1695,24,104,123,622.0,14.0,761.0,8.0,0.0,3.0,59.0
"2020-04-21 21:00:00","Spain","Navarra",4899,218,128,401,1894.0,118.0,1315.0,17.0,0.0,4.0,126.0
"2020-04-21 21:00:00","Spain","País Vasco",13044,162,513,1124,6201.0,234.0,7651.0,60.0,6.0,21.0,374.0
"2020-04-21 21:00:00","Spain","La Rioja",3792,265,81,298,1318.0,29.0,1899.0,21.0,0.0,4.0,33.0
"2020-04-22 21:00:00","Spain","Andalucía",11845,30,702,1079,5616.0,235.0,3847.0,51.0,6.0,29.0,278.0
"2020-04-22 21:00:00","Spain","Aragón",5237,117,253,681,2340.0,183.0,1680.0,36.0,1.0,25.0,150.0
"2020-04-22 21:00:00","Spain","Asturias",2453,70,130,223,1705.0,34.0,665.0,40.0,2.0,12.0,23.0
"2020-04-22 21:00:00","Spain","Baleares",1861,35,167,168,1022.0,25.0,1047.0,17.0,1.0,4.0,30.0
"2020-04-22 21:00:00","Spain","Canarias",2113,12,169,121,855.0,19.0,969.0,14.0,5.0,0.0,42.0
"2020-04-22 21:00:00","Spain","Cantabria",2206,101,78,173,965.0,46.0,850.0,9.0,0.0,6.0,132.0
"2020-04-22 21:00:00","Spain","Castilla La Mancha",17557,249,546,2188,8304.0,236.0,4577.0,61.0,9.0,48.0,240.0
"2020-04-22 21:00:00","Spain","Castilla y León",17402,286,508,1581,7397.0,563.0,5777.0,133.0,3.0,28.0,163.0
"2020-04-22 21:00:00","Spain","Cataluña",44891,180,2478,4343,23647.0,1090.0,15477.0,352.0,18.0,96.0,388.0
"2020-04-22 21:00:00","Spain","Ceuta",118,40,4,4,9.0,0.0,76.0,0.0,0.0,0.0,0.0
"2020-04-22 21:00:00","Spain","Comunidad Valenciana",10692,54,650,1124,4917.0,154.0,5388.0,21.0,1.0,18.0,377.0
"2020-04-22 21:00:00","Spain","Extremadura",3260,92,113,407,1375.0,30.0,1237.0,26.0,1.0,3.0,186.0
"2020-04-22 21:00:00","Spain","Galicia",8805,75,92,375,2694.0,171.0,1676.0,20.0,0.0,7.0,51.0
"2020-04-22 21:00:00","Spain","Madrid",60486,249,981,7684,7077.0,1288.0,33645.0,0.0,0.0,107.0,613.0
"2020-04-22 21:00:00","Spain","Melilla",106,15,3,2,44.0,1.0,55.0,0.0,0.0,0.0,5.0
"2020-04-22 21:00:00","Spain","Murcia",1720,24,104,124,624.0,26.0,766.0,2.0,0.0,1.0,5.0
"2020-04-22 21:00:00","Spain","Navarra",4994,216,129,409,1906.0,95.0,1445.0,13.0,1.0,8.0,129.0
"2020-04-22 21:00:00","Spain","País Vasco",13436,164,516,1167,6260.0,392.0,8136.0,59.0,3.0,43.0,485.0
"2020-04-22 21:00:00","Spain","La Rioja",3839,256,82,303,1331.0,47.0,1936.0,13.0,1.0,5.0,38.0
"2020-04-23 21:00:00","Spain","Andalucía",11536,24,714,1107,5675.0,133.0,3992.0,59.0,12.0,28.0,145.0
"2020-04-23 21:00:00","Spain","Aragón",4867,78,254,695,2359.0,34.0,1781.0,19.0,1.0,14.0,101.0
"2020-04-23 21:00:00","Spain","Asturias",2234,42,131,231,1728.0,5.0,688.0,23.0,1.0,8.0,23.0
"2020-04-23 21:00:00","Spain","Baleares",1821,28,166,172,1040.0,14.0,1081.0,18.0,0.0,4.0,34.0
"2020-04-23 21:00:00","Spain","Canarias",2140,13,169,128,868.0,27.0,1017.0,13.0,0.0,7.0,48.0
"2020-04-23 21:00:00","Spain","Cantabria",2084,73,78,178,978.0,61.0,913.0,13.0,0.0,5.0,63.0
"2020-04-23 21:00:00","Spain","Castilla La Mancha",15365,113,553,2255,8342.0,237.0,4782.0,38.0,7.0,67.0,205.0
"2020-04-23 21:00:00","Spain","Castilla y León",15692,191,510,1611,7506.0,182.0,5943.0,109.0,2.0,30.0,166.0
"2020-04-23 21:00:00","Spain","Cataluña",45544,178,2569,4393,24130.0,652.0,16137.0,483.0,91.0,50.0,661.0
"2020-04-23 21:00:00","Spain","Ceuta",100,10,4,4,10.0,0.0,84.0,1.0,0.0,0.0,8.0
"2020-04-23 21:00:00","Spain","Comunidad Valenciana",9939,32,651,1147,4945.0,70.0,5809.0,28.0,1.0,23.0,421.0
"2020-04-23 21:00:00","Spain","Extremadura",2718,36,108,411,1413.0,3.0,1358.0,38.0,0.0,4.0,121.0
"2020-04-23 21:00:00","Spain","Galicia",8932,73,87,382,2707.0,127.0,1730.0,13.0,0.0,7.0,54.0
"2020-04-23 21:00:00","Spain","Madrid",58191,201,949,7765,6601.0,1097.0,34211.0,0.0,0.0,81.0,567.0
"2020-04-23 21:00:00","Spain","Melilla",107,13,3,2,44.0,1.0,61.0,0.0,0.0,0.0,6.0
"2020-04-23 21:00:00","Spain","Murcia",1468,5,105,125,625.0,8.0,791.0,1.0,1.0,1.0,25.0
"2020-04-23 21:00:00","Spain","Navarra",4581,127,129,417,1915.0,4.0,1551.0,8.0,0.0,8.0,107.0
"2020-04-23 21:00:00","Spain","País Vasco",11880,80,518,1193,6315.0,92.0,8459.0,55.0,2.0,26.0,323.0
"2020-04-23 21:00:00","Spain","La Rioja",3790,225,82,307,1344.0,49.0,1964.0,13.0,0.0,4.0,27.0
"2020-04-24 21:00:00","Spain","Andalucía",11703,23,717,1131,5715.0,167.0,4295.0,40.0,3.0,24.0,303.0
"2020-04-24 21:00:00","Spain","Aragón",4922,72,255,709,2372.0,55.0,1929.0,13.0,1.0,14.0,148.0
"2020-04-24 21:00:00","Spain","Asturias",2238,40,132,239,1760.0,4.0,716.0,32.0,1.0,8.0,28.0
"2020-04-24 21:00:00","Spain","Baleares",1847,29,166,174,1058.0,26.0,1102.0,18.0,0.0,2.0,21.0
"2020-04-24 21:00:00","Spain","Canarias",2155,12,171,130,878.0,15.0,1036.0,10.0,2.0,2.0,19.0
"2020-04-24 21:00:00","Spain","Cantabria",2070,60,78,182,982.0,16.0,1046.0,4.0,0.0,4.0,133.0
"2020-04-24 21:00:00","Spain","Castilla La Mancha",15509,100,559,2292,8385.0,144.0,4876.0,43.0,6.0,37.0,94.0
"2020-04-24 21:00:00","Spain","Castilla y León",15990,185,511,1639,7555.0,298.0,6032.0,49.0,1.0,27.0,90.0
"2020-04-24 21:00:00","Spain","Cataluña",46261,172,2576,4498,24130.0,717.0,16753.0,0.0,7.0,105.0,615.0
"2020-04-24 21:00:00","Spain","Ceuta",100,8,4,4,10.0,0.0,98.0,0.0,0.0,0.0,14.0
"2020-04-24 21:00:00","Spain","Comunidad Valenciana",10066,29,653,1172,4978.0,127.0,6032.0,33.0,2.0,25.0,224.0
"2020-04-24 21:00:00","Spain","Extremadura",2718,21,107,416,1446.0,0.0,1510.0,34.0,0.0,5.0,152.0
"2020-04-24 21:00:00","Spain","Galicia",9116,71,900,388,2722.0,184.0,1783.0,15.0,0.0,6.0,53.0
"2020-04-24 21:00:00","Spain","Madrid",58818,194,892,7848,6183.0,628.0,34902.0,0.0,0.0,83.0,690.0
"2020-04-24 21:00:00","Spain","Melilla",108,11,3,2,44.0,1.0,77.0,0.0,0.0,0.0,16.0
"2020-04-24 21:00:00","Spain","Murcia",1468,3,105,126,625.0,0.0,842.0,0.0,0.0,1.0,51.0
"2020-04-24 21:00:00","Spain","Navarra",4627,123,129,429,1936.0,46.0,1736.0,22.0,0.0,12.0,185.0
"2020-04-24 21:00:00","Spain","País Vasco",12366,83,525,1212,6375.0,485.0,8941.0,60.0,7.0,19.0,482.0
"2020-04-24 21:00:00","Spain","La Rioja",3821,188,83,311,1360.0,31.0,1999.0,16.0,1.0,4.0,35.0
"2020-04-25 21:00:00","Spain","Andalucía",11774,21,716,1145,5747.0,71.0,4741.0,33.0,0.0,14.0,446.0
"2020-04-25 21:00:00","Spain","Aragón",4955,67,257,712,2395.0,33.0,1960.0,23.0,2.0,3.0,31.0
"2020-04-25 21:00:00","Spain","Asturias",2249,34,134,249,1790.0,11.0,749.0,30.0,2.0,10.0,33.0
"2020-04-25 21:00:00","Spain","Baleares",1854,27,166,175,1062.0,7.0,1123.0,4.0,0.0,1.0,21.0
"2020-04-25 21:00:00","Spain","Canarias",2167,11,171,131,880.0,12.0,1048.0,2.0,0.0,1.0,12.0
"2020-04-25 21:00:00","Spain","Cantabria",2083,56,78,183,991.0,12.0,1127.0,9.0,0.0,1.0,81.0
"2020-04-25 21:00:00","Spain","Castilla La Mancha",15609,94,565,2330,8417.0,100.0,5196.0,32.0,6.0,38.0,320.0
"2020-04-25 21:00:00","Spain","Castilla y León",16222,171,515,1666,7653.0,232.0,6207.0,98.0,4.0,27.0,175.0
"2020-04-25 21:00:00","Spain","Cataluña",46811,166,2583,4566,25665.0,550.0,17006.0,1245.0,7.0,68.0,253.0
"2020-04-25 21:00:00","Spain","Ceuta",100,8,4,4,10.0,0.0,104.0,0.0,0.0,0.0,6.0
"2020-04-25 21:00:00","Spain","Comunidad Valenciana",10160,26,654,1186,5013.0,94.0,6242.0,35.0,1.0,14.0,210.0
"2020-04-25 21:00:00","Spain","Extremadura",2736,14,108,422,1480.0,18.0,1581.0,33.0,1.0,6.0,72.0
"2020-04-25 21:00:00","Spain","Galicia",9176,68,85,394,2735.0,60.0,1803.0,13.0,0.0,6.0,20.0
"2020-04-25 21:00:00","Spain","Madrid",59126,188,873,7922,5892.0,307.0,35367.0,0.0,0.0,74.0,465.0
"2020-04-25 21:00:00","Spain","Melilla",110,13,3,2,44.0,2.0,81.0,0.0,0.0,0.0,4.0
"2020-04-25 21:00:00","Spain","Murcia",1474,1,106,127,627.0,6.0,920.0,2.0,1.0,1.0,78.0
"2020-04-25 21:00:00","Spain","Navarra",4712,113,129,431,1942.0,85.0,1835.0,5.0,0.0,2.0,98.0
"2020-04-25 21:00:00","Spain","País Vasco",12455,76,533,1230,6426.0,89.0,9602.0,51.0,8.0,18.0,661.0
"2020-04-25 21:00:00","Spain","La Rioja",3861,183,84,315,1380.0,40.0,2037.0,20.0,1.0,4.0,38.0
